blinded_case_id,sample_bucket,assertion_id,gene,variant_identifier,baseline_condition_label,followup_condition_label,domain,CAB_regime,CAB_routing_action,reason_code,evidence_fields_shown_to_adjudicator,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,recommended_adjudication_question,expected_expert_decision_category,endpoint_status_hidden_shown_flag
CABCASE_BFB2B33646,false-positive predicted,CANCER_422884,PTEN,CANCER_422884,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_909F485B7A,false-positive predicted,CANCER_135778,ATM,CANCER_135778,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_BE903AB717,false-positive predicted,CANCER_420010,ATM,CANCER_420010,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_AC5CDA38C1,false-positive predicted,CANCER_90133,MLH1,CANCER_90133,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_D5C0AB0A13,false-positive predicted,CANCER_90827,MSH2,CANCER_90827,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_593DF10989,false-positive predicted,CANCER_90291,MLH1,CANCER_90291,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_79A7A9A8B8,false-positive predicted,CANCER_127437,ATM,CANCER_127437,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_19926FA274,false-positive predicted,CM_163276,DSP,CM_163276,,[hidden_for_adjudication],cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_67C79BB38C,false-positive predicted,CM_199919,DSP,CM_199919,,[hidden_for_adjudication],cardiomyopathy,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_3F179B6A9E,false-positive predicted,CANCER_126746,PALB2,CANCER_126746,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,hidden_blinded_version
CABCASE_394840A93C,false-positive predicted,CANCER_919128,MSH6,CANCER_919128,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_D36BA298A1,false-positive predicted,CANCER_134994,PALB2,CANCER_134994,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_4A245000FE,false-positive predicted,CANCER_265546,PALB2,CANCER_265546,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_8E732393DD,false-positive predicted,CANCER_545850,MSH2,CANCER_545850,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_36AAE77F78,false-positive predicted,CANCER_233164,ATM,CANCER_233164,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_24173AA858,false-positive predicted,CANCER_90548,MSH2,CANCER_90548,,[hidden_for_adjudication],hereditary_cancer,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_B11BC9A506,false-negative predicted,CANCER_266899,BRCA2,CANCER_266899,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_DFAB006447,false-negative predicted,CANCER_1759474,APC,CANCER_1759474,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_4E75D2B3C8,false-negative predicted,CANCER_1779474,PMS2,CANCER_1779474,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_9CF06B1B7A,false-negative predicted,CANCER_479524,CDH1,CANCER_479524,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_EA02EA4B88,false-negative predicted,CANCER_1454260,ATM,CANCER_1454260,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_C99CCA0E19,false-negative predicted,CANCER_934379,MSH2,CANCER_934379,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_84DC887E80,false-negative predicted,CANCER_1407237,ATM,CANCER_1407237,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_C7A7037E04,false-negative predicted,CANCER_141653,ATM,CANCER_141653,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_9545E57FEF,false-negative predicted,CANCER_1452690,ATM,CANCER_1452690,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_657688B00F,false-negative predicted,CANCER_406615,CDH1,CANCER_406615,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_AEE985300E,false-negative predicted,CANCER_528243,TP53,CANCER_528243,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_EF515EFF29,false-negative predicted,CANCER_1209849,ATM,CANCER_1209849,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_642392990A,false-negative predicted,CANCER_266176,BRCA1,CANCER_266176,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_7E1873A056,false-negative predicted,CM_1465094,TTN,CM_1465094,,[hidden_for_adjudication],cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_662FE70C35,false-negative predicted,CANCER_187146,ATM,CANCER_187146,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_097F79F19E,false-negative predicted,CANCER_90206,MLH1,CANCER_90206,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_6D848DCE02,false-negative predicted,CM_1678654,TTN,CM_1678654,,[hidden_for_adjudication],cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_E83E34949D,false-negative predicted,CANCER_370193,ATM,CANCER_370193,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_25133BDF06,false-negative predicted,CANCER_1330188,MSH6,CANCER_1330188,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_75D0D5F2B9,false-negative predicted,CANCER_231731,PALB2,CANCER_231731,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",conditional_liability_or_PRF_needed,hidden_blinded_version
CABCASE_921D6CF8D4,false-negative predicted,CANCER_156172,BRCA2,CANCER_156172,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_580558F34B,false-negative predicted,CANCER_982701,MSH6,CANCER_982701,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_6534CB186A,false-negative predicted,CANCER_90836,MSH2,CANCER_90836,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_30BE8F57E2,false-negative predicted,CANCER_370971,ATM,CANCER_370971,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",portable_direct_use_if_expert_confirms_same_disease_model,hidden_blinded_version
CABCASE_04308B4FE1,false-negative predicted,CANCER_864043,MSH6,CANCER_864043,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_BA723FD90D,false-negative predicted,CANCER_90150,MLH1,CANCER_90150,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_394B2D681A,false-negative predicted,CM_47237,TTN,CM_47237,,[hidden_for_adjudication],cardiomyopathy,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
CABCASE_52B31E85DD,false-negative predicted,CANCER_1769939,MUTYH,CANCER_1769939,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,contextual_repair,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_contextual_repair_before_reuse,hidden_blinded_version
CABCASE_250FA63812,false-negative predicted,CANCER_184498,BMPR1A,CANCER_184498,,[hidden_for_adjudication],hereditary_cancer,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label,gene|variant_identifier|baseline_condition_label|domain|CAB_regime|CAB_routing_action|reason_code|classification|review_status|submitter_count,[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],[hidden_for_adjudication],"Can this source-valid P/LP assertion be reused as deterministic disease meaning in the target context, or does it require contextual repair, disease-specific review, or PRF framing?",requires_disease_specific_expert_review,hidden_blinded_version
