assertion_id,domain,gene,baseline_condition_proxy,followup_condition_proxy,baseline_env_proxy,followup_env_proxy,disease_architecture_regime,VCEP_covered_gene,VCEP_or_CSpec_resource,cab_balanced_direct_use_allowed,disease_specific_expert_review_required,population_or_penetrance_review_required,external_proxy_agreement_label
CANCER_246501,hereditary_cancer,BRCA1,"not provided;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome","not provided;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_51081,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;BRCA2-related cancer predisposition;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_142540,hereditary_cancer,PALB2,Hereditary cancer-predisposing syndrome;not provided;Familial cancer of breast;Malignant tumor of breast,Hereditary cancer-predisposing syndrome;not provided;Familial cancer of breast;Malignant tumor of breast,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1732636,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Lynch syndrome 5;Hereditary nonpolyposis colorectal neoplasms,pan-cancer / nonspecific cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_52685,hereditary_cancer,BRCA2,"Familial cancer of breast;Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome","Familial cancer of breast;Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_983561,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1783122,hereditary_cancer,MLH1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1076307,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_558735,hereditary_cancer,ATM,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome;Familial cancer of breast,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CM_861189,cardiomyopathy,MYBPC3,,Hypertrophic cardiomyopathy;Left ventricular noncompaction 10,LVNC,LVNC,phenotype_anchored_monogenic,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_462334,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_252382,hereditary_cancer,BRCA1,"Familial cancer of breast;Breast-ovarian cancer, familial, susceptibility to, 1;not provided;Hereditary cancer-predisposing syndrome","Familial cancer of breast;Breast-ovarian cancer, familial, susceptibility to, 1;not provided;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1764885,hereditary_cancer,MLH1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_185742,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1764860,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_266716,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1685524,hereditary_cancer,APC,Colorectal cancer,Colorectal cancer,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_947969,hereditary_cancer,PTEN,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome / Cowden,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1750180,hereditary_cancer,PTEN,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;PTEN hamartoma tumor syndrome,pan-cancer / nonspecific cancer predisposition,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1780628,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1501546,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_450786,hereditary_cancer,PMS2,not provided;Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome,not provided;Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome;Lynch syndrome 4,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1783454,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_42717,cardiomyopathy,MYBPC3,,not provided;Hypertrophic cardiomyopathy;Left ventricular noncompaction 10;Hypertrophic cardiomyopathy 4,HCM,LVNC,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,True,False,False,external_proxy_requires_disease_specific_interpretation
CANCER_55373,hereditary_cancer,BRCA1,"Familial cancer of breast;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;Familial cancer of breast;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1331872,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_438812,hereditary_cancer,CDH1,Blepharocheilodontic syndrome 1,Blepharocheilodontic syndrome 1;Familial cancer of breast;Endometrial carcinoma;Hereditary diffuse gastric adenocarcinoma;Ovarian cancer;Gastric cancer,syndromic cancer predisposition,gastric cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_55358,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;not specified;not provided;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;not specified;not provided;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_54144,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;not provided","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;not provided;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1423799,hereditary_cancer,PALB2,Familial cancer of breast;Hereditary cancer-predisposing syndrome,Familial cancer of breast;Hereditary cancer-predisposing syndrome,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_236276,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1752116,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_143211,cardiomyopathy,MYH7,,MYH7-related skeletal myopathy,other/unknown,other/unknown,phenotype_anchored_monogenic,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_548214,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_548251,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_1482201,cardiomyopathy,DSP,,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_976425,hereditary_cancer,MSH2,Lynch syndrome 1;Hereditary cancer-predisposing syndrome,Lynch syndrome 1;Hereditary cancer-predisposing syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_531275,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_479545,hereditary_cancer,CHEK2,Hereditary cancer-predisposing syndrome;not provided,Hereditary cancer-predisposing syndrome;not provided;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,False,True,external_proxy_requires_disease_specific_interpretation
CANCER_142171,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_846516,hereditary_cancer,CDH1,Hereditary diffuse gastric adenocarcinoma;Hereditary cancer-predisposing syndrome,Hereditary diffuse gastric adenocarcinoma;Hereditary cancer-predisposing syndrome,gastric cancer predisposition,gastric cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_584799,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome;Hereditary cancer-predisposing syndrome;Familial cancer of breast,syndromic cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_requires_disease_specific_interpretation
CANCER_267618,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_628897,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,"Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 2",pan-cancer / nonspecific cancer predisposition,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_54696,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;not provided","Breast-ovarian cancer, familial, susceptibility to, 1;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_51944,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_530189,hereditary_cancer,PALB2,"Familial cancer of breast;not provided;Fanconi anemia complementation group N;Pancreatic cancer, susceptibility to, 3","Familial cancer of breast;not provided;Fanconi anemia complementation group N;Pancreatic cancer, susceptibility to, 3",breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1696806,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_54322,hereditary_cancer,BRCA1,"Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome","Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome;Pancreatic cancer, susceptibility to, 4;Fanconi anemia, complementation group S",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_577078,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome;not provided,Hereditary breast ovarian cancer syndrome;not provided,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_90270,hereditary_cancer,MLH1,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1172317,hereditary_cancer,BRCA1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_52675,hereditary_cancer,BRCA2,"Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;not provided","Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_827211,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_642670,hereditary_cancer,APC,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_824717,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_89974,hereditary_cancer,MLH1,Lynch syndrome;Hereditary nonpolyposis colorectal neoplasms,"Lynch syndrome;Hereditary nonpolyposis colorectal neoplasms;Colorectal cancer, hereditary nonpolyposis, type 2;not provided;Hereditary cancer-predisposing syndrome;Muir-Torré syndrome",Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_202020,cardiomyopathy,PKP2,,not provided;Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 9,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_827109,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Familial cancer of breast;Ataxia-telangiectasia syndrome,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CM_963141,cardiomyopathy,LMNA,,Charcot-Marie-Tooth disease type 2,other/unknown,other/unknown,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_572314,hereditary_cancer,CHEK2,Familial cancer of breast;not provided;Hereditary cancer-predisposing syndrome,Familial cancer of breast;not provided;Hereditary cancer-predisposing syndrome;Breast and/or ovarian cancer,breast cancer predisposition,ovarian cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_requires_disease_specific_interpretation
ARR_1771379,inherited_arrhythmia,KCNH2,cardiovascular phenotype,cardiovascular phenotype,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Potassium Channel Arrhythmia VCEP,True,False,False,external_proxy_agrees_direct_use
CANCER_90057,hereditary_cancer,MLH1,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1755734,hereditary_cancer,MSH2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_181406,cardiomyopathy,MYH7,,not provided,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_225754,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;BRCA2-related cancer predisposition",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_270,cardiomyopathy,RBM20,,Dilated cardiomyopathy 1DD;not provided;Primary dilated cardiomyopathy;Cardiovascular phenotype;Primary familial dilated cardiomyopathy,DCM,DCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_266328,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_819019,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 5,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1796604,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CM_45036,cardiomyopathy,PKP2,,Arrhythmogenic right ventricular cardiomyopathy;Arrhythmogenic right ventricular dysplasia 9,ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_55354,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_55196,hereditary_cancer,BRCA1,Breast neoplasm;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome,"Breast neoplasm;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 1;Breast and/or ovarian cancer",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_548352,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
